cpf;curso ;area;unidade;turno;mensalidade;situacao_pgto;forma_pgto;genero;idade;pcd;estagio;dps;pegou_certificado
4520026;tecnico em Enfermagem;saude;Unidade Norte;Noite;2353;pago;1;F;39;sim;nao;N/DP;nao
3555203;tecnico em Radiologia;saude;Unidade Norte;manha;1362;pago;2;M;38;nao;nao;DP;sim
3897247;tecnico em informatica;Exatas;Unidade Centro;Tarde;1401;pago;1;M;45;sim;sim;DP;sim
3634728;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;3239;nao pago;1;F;39;sim;sim;N/DP;sim
3640261;tecnico em Enfermagem;saude;Unidade Norte;manha;2805;pago;1;M;24;sim;sim;DP;nao
4927361;tecnico em gestao;Exatas;Unidade Norte;manha;1705;pago;2;M;24;nao;sim;N/DP;sim
3898541;tecnico em informatica;Exatas;Unidade Norte;Tarde;1571;pago;1;F;32;nao;sim;DP;sim
4939554;tecnico em Radiologia;saude;Unidade Norte;Tarde;3786;pago;3;F;28;nao;nao;N/DP;sim
4328911;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1941;pago;1;F;34;sim;sim;N/DP;nao
4318701;tecnico em Direito;juridico;Unidade Centro;Tarde;1494;pago;1;M;26;nao;sim;N/DP;sim
4794081;tecnico em informatica;Exatas;Unidade Norte;manha;1877;nao pago;2;M;21;nao;nao;DP;sim
4855857;tecnico em gestao;Exatas;Unidade Norte;Noite;1705;nao pago;2;F;19;sim;sim;N/DP;nao
3779518;tecnico em nutricao;saude;Unidade Sul;Tarde;2623;nao pago;2;M;26;nao;sim;N/DP;nao
3732104;tecnico em gestao;Exatas;Unidade Sul;Tarde;1327;nao pago;2;M;20;sim;sim;DP;sim
3226090;tecnico em Radiologia;saude;Unidade Sul;Tarde;3820;nao pago;3;M;32;sim;nao;N/DP;nao
4911146;tecnico em nutricao;saude;Unidade Sul;manha;2088;pago;2;F;20;sim;nao;DP;nao
3981112;tecnico em Direito;juridico;Unidade Sul;Tarde;2807;pago;1;F;21;nao;sim;DP;sim
4542262;tecnico em estatistica;Exatas;Unidade Sul;Noite;2092;nao pago;3;M;23;nao;nao;N/DP;sim
3917195;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1413;pago;2;M;27;sim;sim;DP;nao
4830776;tecnico em mediacao legal;juridico;Unidade Sul;manha;1946;nao pago;2;F;20;sim;sim;N/DP;nao
3088332;tecnico em nutricao;saude;Unidade Norte;manha;3706;pago;3;M;37;sim;nao;DP;nao
4190112;tecnico em informatica;Exatas;Unidade Centro;Tarde;1876;nao pago;3;M;30;sim;sim;N/DP;sim
4261287;tecnico em Enfermagem;saude;Unidade Sul;manha;3976;pago;3;F;42;nao;sim;N/DP;nao
4442506;tecnico em Radiologia;saude;Unidade Sul;Noite;1987;nao pago;3;F;22;sim;nao;DP;sim
4086780;tecnico em Direito;juridico;Unidade Sul;manha;2566;nao pago;1;F;31;nao;sim;DP;sim
4946021;tecnico em nutricao;saude;Unidade Centro;Noite;2884;nao pago;1;F;29;sim;nao;DP;sim
3712773;tecnico em informatica;Exatas;Unidade Norte;manha;3969;pago;2;F;19;nao;nao;N/DP;sim
3904653;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2266;pago;2;M;21;sim;nao;DP;sim
3209055;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3932;pago;1;F;29;sim;nao;DP;sim
4390393;tecnico em Radiologia;saude;Unidade Centro;Tarde;2489;pago;1;M;25;nao;nao;N/DP;nao
4133333;tecnico em estatistica;Exatas;Unidade Norte;manha;3388;pago;2;F;43;sim;nao;N/DP;nao
3626122;tecnico em informatica;Exatas;Unidade Sul;manha;2398;pago;3;M;35;nao;sim;N/DP;sim
4534405;tecnico em Radiologia;saude;Unidade Sul;Noite;2583;nao pago;2;F;27;nao;sim;N/DP;nao
4920596;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1482;pago;2;F;40;nao;nao;DP;sim
4601278;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3134;nao pago;1;M;31;nao;nao;N/DP;sim
4722515;tecnico em Enfermagem;saude;Unidade Centro;manha;3950;nao pago;1;F;22;sim;nao;N/DP;nao
4986566;tecnico em Enfermagem;saude;Unidade Centro;Noite;3999;pago;1;F;37;sim;sim;N/DP;nao
3174188;tecnico em mediacao legal;juridico;Unidade Sul;manha;3164;nao pago;3;F;23;nao;nao;DP;nao
4748903;tecnico em Enfermagem;saude;Unidade Norte;Tarde;2205;nao pago;2;F;38;sim;nao;DP;sim
4874324;tecnico em Enfermagem;saude;Unidade Sul;manha;1518;pago;3;M;22;nao;sim;N/DP;sim
4575661;tecnico em Radiologia;saude;Unidade Centro;Noite;3794;pago;2;F;44;sim;sim;DP;sim
4924616;tecnico em Radiologia;saude;Unidade Norte;manha;2880;pago;1;M;42;sim;nao;N/DP;nao
4780419;tecnico em nutricao;saude;Unidade Norte;Tarde;2596;nao pago;2;M;31;nao;nao;N/DP;nao
3328940;tecnico em nutricao;saude;Unidade Centro;Tarde;2216;nao pago;2;F;29;sim;sim;DP;sim
4757776;tecnico em nutricao;saude;Unidade Centro;Noite;2376;pago;1;F;32;sim;nao;DP;nao
3173737;tecnico em informatica;Exatas;Unidade Sul;Noite;1825;nao pago;2;M;34;sim;nao;DP;nao
3407505;tecnico em informatica;Exatas;Unidade Centro;manha;1681;nao pago;1;F;24;sim;sim;N/DP;sim
4703214;tecnico em Direito;juridico;Unidade Norte;manha;2584;pago;2;M;25;nao;sim;N/DP;nao
4972532;tecnico em Direito;juridico;Unidade Norte;Noite;2558;nao pago;1;M;20;sim;nao;N/DP;sim
3235042;tecnico em Radiologia;saude;Unidade Centro;Tarde;1993;pago;1;F;36;nao;nao;DP;sim
3624055;tecnico em informatica;Exatas;Unidade Norte;manha;3018;pago;1;M;28;sim;nao;N/DP;nao
4322593;tecnico em Enfermagem;saude;Unidade Norte;manha;1687;pago;3;M;34;sim;sim;N/DP;nao
4247246;tecnico em informatica;Exatas;Unidade Sul;Noite;2068;pago;2;F;39;sim;sim;DP;sim
4385468;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2303;pago;2;M;29;sim;nao;N/DP;sim
3905238;tecnico em informatica;Exatas;Unidade Centro;Tarde;3898;pago;3;M;38;nao;nao;DP;nao
3009314;tecnico em Enfermagem;saude;Unidade Sul;Noite;3263;nao pago;1;F;33;nao;nao;DP;nao
3672907;tecnico em informatica;Exatas;Unidade Sul;manha;2397;pago;2;F;38;sim;sim;DP;nao
3662791;tecnico em Direito;juridico;Unidade Sul;manha;2790;nao pago;2;M;35;sim;nao;N/DP;sim
4138149;tecnico em Enfermagem;saude;Unidade Norte;Tarde;2531;pago;3;F;45;nao;sim;N/DP;nao
4953757;tecnico em Direito;juridico;Unidade Centro;manha;1909;nao pago;1;F;22;nao;nao;N/DP;sim
4900385;tecnico em informatica;Exatas;Unidade Centro;Noite;1550;nao pago;1;F;18;nao;sim;N/DP;nao
4234999;tecnico em Radiologia;saude;Unidade Centro;Tarde;1946;nao pago;3;M;37;nao;nao;N/DP;sim
4967657;tecnico em Enfermagem;saude;Unidade Norte;Noite;1861;nao pago;2;M;44;nao;sim;DP;sim
3936339;tecnico em mediacao legal;juridico;Unidade Norte;manha;1312;pago;3;M;38;nao;nao;N/DP;nao
3529973;tecnico em Direito;juridico;Unidade Norte;Noite;1313;nao pago;2;M;41;nao;sim;N/DP;nao
4683886;tecnico em informatica;Exatas;Unidade Norte;manha;2791;nao pago;3;M;39;nao;sim;N/DP;sim
3658122;tecnico em Direito;juridico;Unidade Norte;manha;1399;nao pago;3;F;41;nao;sim;DP;sim
3351459;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2312;pago;3;F;41;sim;sim;DP;nao
3240704;tecnico em Enfermagem;saude;Unidade Centro;Noite;2903;nao pago;2;F;18;nao;nao;DP;sim
3575008;tecnico em Enfermagem;saude;Unidade Centro;manha;3128;pago;1;M;25;nao;sim;DP;nao
3665589;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3370;nao pago;2;M;20;sim;nao;N/DP;nao
4737287;tecnico em Radiologia;saude;Unidade Norte;Tarde;1514;nao pago;2;M;24;sim;sim;N/DP;nao
3883651;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3786;pago;1;M;40;sim;sim;DP;nao
3473883;tecnico em informatica;Exatas;Unidade Centro;manha;2164;pago;3;F;29;nao;nao;DP;sim
4697294;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1795;nao pago;3;F;43;sim;nao;N/DP;sim
3064660;tecnico em gestao;Exatas;Unidade Centro;Tarde;3918;nao pago;1;F;30;sim;nao;DP;sim
4097920;tecnico em informatica;Exatas;Unidade Sul;Tarde;2942;nao pago;1;F;31;nao;nao;N/DP;nao
4062243;tecnico em informatica;Exatas;Unidade Sul;Noite;2392;pago;3;F;44;sim;nao;N/DP;sim
3015200;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2369;nao pago;1;F;39;sim;sim;DP;nao
3460501;tecnico em estatistica;Exatas;Unidade Norte;manha;1780;nao pago;1;M;34;nao;sim;N/DP;nao
4029770;tecnico em Direito;juridico;Unidade Norte;Noite;3591;pago;1;F;33;sim;nao;N/DP;nao
4950494;tecnico em estatistica;Exatas;Unidade Norte;manha;2887;nao pago;3;M;33;sim;nao;N/DP;nao
3576367;tecnico em gestao;Exatas;Unidade Norte;Tarde;2101;nao pago;3;M;37;nao;nao;DP;sim
3804767;tecnico em informatica;Exatas;Unidade Sul;Noite;3676;nao pago;2;M;20;nao;nao;N/DP;nao
4736910;tecnico em estatistica;Exatas;Unidade Centro;Tarde;2256;pago;2;M;30;sim;sim;DP;sim
3237636;tecnico em gestao;Exatas;Unidade Centro;Tarde;1629;nao pago;2;M;27;sim;sim;DP;sim
4950736;tecnico em Direito;juridico;Unidade Centro;Noite;3614;pago;3;F;42;sim;sim;DP;nao
3429519;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1438;pago;1;M;35;sim;sim;N/DP;sim
3443042;tecnico em Radiologia;saude;Unidade Norte;Noite;2881;pago;1;M;42;sim;sim;N/DP;sim
4455467;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1737;pago;1;F;18;sim;sim;N/DP;sim
4299791;tecnico em informatica;Exatas;Unidade Centro;Tarde;2880;pago;3;M;19;sim;nao;DP;nao
4570637;tecnico em Direito;juridico;Unidade Norte;manha;2680;pago;2;F;35;nao;nao;N/DP;nao
3280663;tecnico em Direito;juridico;Unidade Centro;Noite;2244;nao pago;1;M;25;sim;sim;DP;sim
3556911;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3340;pago;2;M;23;nao;nao;N/DP;sim
4141218;tecnico em informatica;Exatas;Unidade Centro;Tarde;3678;nao pago;3;F;18;sim;sim;N/DP;sim
4394454;tecnico em nutricao;saude;Unidade Centro;Noite;3518;nao pago;3;F;34;nao;sim;DP;nao
4858871;tecnico em Enfermagem;saude;Unidade Centro;Noite;3644;pago;1;M;28;nao;nao;DP;nao
3375611;tecnico em informatica;Exatas;Unidade Centro;Noite;3954;pago;2;F;37;sim;nao;DP;nao
4487358;tecnico em gestao;Exatas;Unidade Sul;Tarde;1339;pago;1;F;45;sim;sim;DP;sim
3583552;tecnico em estatistica;Exatas;Unidade Sul;Noite;1393;nao pago;1;F;39;nao;sim;N/DP;nao
3744201;tecnico em Radiologia;saude;Unidade Sul;Noite;3702;nao pago;2;F;24;nao;nao;DP;sim
4526190;tecnico em estatistica;Exatas;Unidade Sul;Tarde;1584;nao pago;1;M;27;nao;sim;DP;sim
4104946;tecnico em estatistica;Exatas;Unidade Sul;Tarde;2999;nao pago;1;F;37;sim;nao;N/DP;nao
3719483;tecnico em gestao;Exatas;Unidade Sul;manha;3925;nao pago;2;F;19;sim;sim;N/DP;sim
3304990;tecnico em Radiologia;saude;Unidade Sul;Tarde;3649;pago;1;M;28;nao;sim;DP;sim
3702749;tecnico em informatica;Exatas;Unidade Centro;Tarde;2599;pago;2;F;28;nao;nao;N/DP;nao
3781767;tecnico em mediacao legal;juridico;Unidade Sul;manha;2528;nao pago;2;M;39;nao;sim;N/DP;nao
3997551;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1984;pago;2;F;36;sim;sim;DP;sim
4483290;tecnico em Direito;juridico;Unidade Sul;Tarde;1355;nao pago;2;M;40;nao;sim;DP;nao
4629915;tecnico em Direito;juridico;Unidade Sul;manha;3587;nao pago;1;F;20;nao;nao;N/DP;sim
3551380;tecnico em nutricao;saude;Unidade Sul;Noite;3543;nao pago;1;F;41;nao;nao;N/DP;nao
3706987;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1573;nao pago;3;F;36;sim;sim;DP;nao
4553091;tecnico em Direito;juridico;Unidade Sul;Noite;3633;nao pago;2;M;27;nao;nao;DP;sim
4718053;tecnico em Direito;juridico;Unidade Norte;manha;2642;pago;1;F;43;nao;sim;N/DP;nao
4045755;tecnico em Direito;juridico;Unidade Norte;manha;1811;pago;3;F;29;nao;nao;DP;nao
4869297;tecnico em informatica;Exatas;Unidade Centro;manha;2131;nao pago;3;F;43;sim;nao;DP;nao
3053211;tecnico em gestao;Exatas;Unidade Norte;Tarde;2120;pago;2;M;22;nao;sim;DP;sim
3621263;tecnico em gestao;Exatas;Unidade Norte;Tarde;3419;pago;2;M;20;sim;nao;DP;sim
3639951;tecnico em Radiologia;saude;Unidade Centro;manha;3189;nao pago;2;F;41;nao;nao;DP;nao
3829635;tecnico em Direito;juridico;Unidade Norte;manha;1616;nao pago;1;F;29;nao;nao;DP;sim
4517557;tecnico em Direito;juridico;Unidade Centro;Tarde;2228;pago;2;F;44;nao;sim;N/DP;nao
4149472;tecnico em Direito;juridico;Unidade Centro;manha;1442;pago;2;F;21;sim;sim;N/DP;nao
3454536;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2866;nao pago;3;F;24;nao;sim;N/DP;nao
3702447;tecnico em nutricao;saude;Unidade Norte;manha;3461;nao pago;2;F;44;sim;sim;DP;nao
3873633;tecnico em Direito;juridico;Unidade Sul;manha;1976;nao pago;1;M;42;sim;nao;DP;sim
3730063;tecnico em mediacao legal;juridico;Unidade Centro;manha;1617;pago;1;M;30;nao;nao;DP;nao
3619026;tecnico em nutricao;saude;Unidade Sul;Tarde;3098;pago;2;F;29;sim;sim;N/DP;nao
4248828;tecnico em nutricao;saude;Unidade Sul;manha;3627;nao pago;1;F;24;sim;nao;N/DP;sim
4111134;tecnico em Direito;juridico;Unidade Centro;Noite;1356;pago;3;F;38;nao;sim;N/DP;nao
4625191;tecnico em Direito;juridico;Unidade Centro;Tarde;1527;nao pago;2;M;24;nao;sim;N/DP;nao
3833328;tecnico em Direito;juridico;Unidade Norte;manha;3043;nao pago;1;F;38;sim;nao;DP;nao
4107795;tecnico em Enfermagem;saude;Unidade Sul;manha;1817;pago;2;M;42;nao;nao;N/DP;nao
3488099;tecnico em nutricao;saude;Unidade Norte;Tarde;1912;nao pago;3;M;23;sim;nao;N/DP;nao
4822058;tecnico em gestao;Exatas;Unidade Norte;Noite;1988;pago;3;F;45;sim;sim;DP;nao
4770725;tecnico em nutricao;saude;Unidade Centro;Tarde;2433;nao pago;1;F;40;nao;nao;N/DP;sim
3580322;tecnico em informatica;Exatas;Unidade Norte;manha;3668;pago;2;M;41;nao;nao;N/DP;nao
3518989;tecnico em informatica;Exatas;Unidade Centro;Tarde;3984;pago;2;M;22;nao;sim;N/DP;nao
4895817;tecnico em informatica;Exatas;Unidade Centro;Tarde;1693;nao pago;2;M;29;sim;nao;DP;sim
4897077;tecnico em Direito;juridico;Unidade Sul;manha;2492;pago;3;M;28;sim;nao;DP;sim
4571464;tecnico em Direito;juridico;Unidade Sul;manha;1919;pago;3;M;36;nao;nao;N/DP;sim
4794496;tecnico em informatica;Exatas;Unidade Norte;Noite;1421;pago;1;F;44;nao;nao;N/DP;sim
4805868;tecnico em estatistica;Exatas;Unidade Sul;Noite;3924;nao pago;2;F;20;sim;nao;N/DP;nao
4913932;tecnico em estatistica;Exatas;Unidade Centro;manha;2276;pago;3;M;37;sim;sim;N/DP;nao
3509829;tecnico em Direito;juridico;Unidade Sul;Noite;2999;nao pago;1;M;23;nao;sim;N/DP;nao
3268395;tecnico em estatistica;Exatas;Unidade Norte;Noite;1428;pago;1;F;32;nao;nao;DP;nao
3539644;tecnico em mediacao legal;juridico;Unidade Norte;manha;1756;pago;3;F;18;sim;sim;DP;sim
4840723;tecnico em gestao;Exatas;Unidade Centro;Noite;1606;pago;2;F;30;nao;nao;DP;sim
4896264;tecnico em Radiologia;saude;Unidade Norte;manha;1530;pago;1;F;21;sim;sim;N/DP;nao
3157382;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3842;nao pago;3;F;27;sim;sim;DP;sim
3075725;tecnico em mediacao legal;juridico;Unidade Centro;manha;1499;pago;3;M;23;nao;sim;DP;sim
3195914;tecnico em Enfermagem;saude;Unidade Norte;Noite;2663;nao pago;3;F;39;sim;nao;DP;nao
3529408;tecnico em gestao;Exatas;Unidade Sul;manha;3578;nao pago;1;M;24;sim;sim;N/DP;sim
3496273;tecnico em gestao;Exatas;Unidade Centro;Noite;3839;nao pago;2;M;37;nao;sim;N/DP;sim
4536893;tecnico em estatistica;Exatas;Unidade Centro;Tarde;1315;pago;3;M;36;sim;nao;N/DP;nao
4247896;tecnico em nutricao;saude;Unidade Norte;Tarde;3991;pago;1;M;30;nao;sim;N/DP;nao
4082800;tecnico em Enfermagem;saude;Unidade Centro;manha;2538;nao pago;3;M;42;nao;nao;DP;sim
4773636;tecnico em gestao;Exatas;Unidade Norte;Tarde;1879;pago;2;F;25;sim;sim;DP;nao
4080600;tecnico em Radiologia;saude;Unidade Centro;Tarde;1609;nao pago;3;F;19;sim;nao;DP;nao
4041766;tecnico em nutricao;saude;Unidade Sul;manha;1488;nao pago;3;M;23;nao;nao;DP;sim
4522932;tecnico em gestao;Exatas;Unidade Centro;manha;2754;nao pago;3;F;21;nao;nao;DP;sim
3604039;tecnico em Radiologia;saude;Unidade Sul;manha;2637;nao pago;3;F;22;sim;sim;DP;nao
4390107;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2187;nao pago;2;F;29;sim;sim;DP;sim
4656005;tecnico em gestao;Exatas;Unidade Centro;manha;2683;pago;1;M;27;nao;sim;N/DP;nao
3870978;tecnico em informatica;Exatas;Unidade Centro;Tarde;2771;nao pago;1;M;37;nao;sim;N/DP;nao
3874527;tecnico em informatica;Exatas;Unidade Sul;Tarde;2947;nao pago;3;M;38;sim;nao;DP;sim
4241054;tecnico em nutricao;saude;Unidade Norte;Noite;2237;pago;2;F;44;sim;nao;DP;nao
4348402;tecnico em Enfermagem;saude;Unidade Centro;manha;1722;nao pago;1;M;41;nao;nao;N/DP;nao
4094928;tecnico em gestao;Exatas;Unidade Centro;manha;3937;nao pago;3;F;22;nao;sim;DP;sim
4622286;tecnico em nutricao;saude;Unidade Centro;Noite;2074;nao pago;2;F;38;nao;sim;N/DP;nao
4207114;tecnico em mediacao legal;juridico;Unidade Norte;manha;2750;nao pago;1;F;29;nao;nao;N/DP;sim
4170050;tecnico em Radiologia;saude;Unidade Centro;Noite;2925;pago;2;M;36;sim;sim;N/DP;nao
3326632;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2912;nao pago;1;M;32;nao;nao;N/DP;nao
4656471;tecnico em nutricao;saude;Unidade Norte;Tarde;2386;pago;1;M;26;sim;nao;N/DP;nao
4303733;tecnico em Direito;juridico;Unidade Norte;Noite;2919;nao pago;3;M;22;sim;nao;DP;nao
4141829;tecnico em gestao;Exatas;Unidade Norte;Tarde;1712;nao pago;2;F;42;nao;nao;N/DP;sim
3727897;tecnico em Direito;juridico;Unidade Centro;Noite;3457;pago;3;M;37;nao;sim;DP;sim
4233860;tecnico em nutricao;saude;Unidade Centro;manha;2540;pago;1;M;42;sim;nao;N/DP;nao
4167835;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3797;pago;2;M;39;nao;nao;N/DP;sim
3690104;tecnico em mediacao legal;juridico;Unidade Norte;manha;3842;nao pago;1;F;29;nao;sim;DP;sim
3891934;tecnico em Direito;juridico;Unidade Norte;manha;2165;nao pago;1;M;26;nao;nao;N/DP;nao
4017349;tecnico em Enfermagem;saude;Unidade Centro;Tarde;2691;pago;3;F;27;nao;sim;N/DP;nao
4824762;tecnico em nutricao;saude;Unidade Sul;Noite;1901;nao pago;3;M;44;nao;nao;DP;nao
4455806;tecnico em gestao;Exatas;Unidade Norte;Noite;3978;pago;3;M;31;sim;nao;DP;sim
4213076;tecnico em nutricao;saude;Unidade Centro;Tarde;1644;nao pago;1;M;18;nao;nao;N/DP;nao
4445876;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2268;nao pago;1;F;22;nao;nao;N/DP;nao
4219023;tecnico em Enfermagem;saude;Unidade Sul;manha;2372;nao pago;1;M;43;nao;sim;N/DP;sim
4292055;tecnico em gestao;Exatas;Unidade Centro;Noite;2713;pago;1;M;30;nao;sim;N/DP;sim
3490629;tecnico em mediacao legal;juridico;Unidade Sul;manha;3226;nao pago;1;M;40;nao;sim;DP;sim
4890239;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1394;nao pago;1;M;31;sim;nao;N/DP;sim
3349251;tecnico em Radiologia;saude;Unidade Sul;Noite;3926;nao pago;1;F;26;sim;sim;DP;nao
3797973;tecnico em gestao;Exatas;Unidade Norte;Tarde;3547;nao pago;2;F;35;sim;sim;DP;nao
4202304;tecnico em informatica;Exatas;Unidade Norte;Noite;2147;pago;1;M;34;sim;sim;N/DP;sim
3632749;tecnico em nutricao;saude;Unidade Centro;Tarde;2554;pago;3;F;32;nao;nao;DP;sim
3660765;tecnico em informatica;Exatas;Unidade Sul;manha;2309;nao pago;1;M;30;nao;sim;N/DP;sim
3424768;tecnico em gestao;Exatas;Unidade Centro;Noite;3056;nao pago;2;F;39;nao;sim;DP;nao
4516785;tecnico em mediacao legal;juridico;Unidade Norte;manha;1538;pago;3;F;25;nao;nao;N/DP;nao
4568307;tecnico em nutricao;saude;Unidade Centro;Tarde;2142;pago;3;F;36;sim;nao;N/DP;sim
4566963;tecnico em nutricao;saude;Unidade Sul;manha;2905;nao pago;3;M;27;sim;nao;N/DP;nao
3349604;tecnico em Radiologia;saude;Unidade Sul;manha;1679;nao pago;3;M;24;sim;nao;DP;nao
4815088;tecnico em informatica;Exatas;Unidade Sul;Tarde;3082;nao pago;3;F;41;nao;nao;N/DP;sim
4461288;tecnico em mediacao legal;juridico;Unidade Sul;Noite;3955;pago;1;F;29;sim;nao;DP;nao
4631523;tecnico em gestao;Exatas;Unidade Sul;manha;2155;pago;2;M;19;nao;sim;DP;sim
3485069;tecnico em Radiologia;saude;Unidade Sul;manha;1900;nao pago;2;F;35;sim;sim;DP;sim
4839751;tecnico em gestao;Exatas;Unidade Centro;Noite;2289;pago;3;M;31;sim;sim;DP;nao
3017405;tecnico em Radiologia;saude;Unidade Norte;Noite;2926;nao pago;3;M;36;nao;sim;DP;nao
4613073;tecnico em nutricao;saude;Unidade Centro;Tarde;3449;pago;3;F;22;sim;nao;N/DP;nao
4340693;tecnico em mediacao legal;juridico;Unidade Norte;manha;2671;nao pago;2;F;22;nao;nao;DP;sim
4827312;tecnico em Radiologia;saude;Unidade Sul;Tarde;3113;pago;3;F;44;sim;sim;N/DP;sim
3976544;tecnico em Radiologia;saude;Unidade Norte;Tarde;2465;pago;2;F;25;nao;nao;N/DP;sim
3532207;tecnico em nutricao;saude;Unidade Sul;Noite;3899;pago;3;F;44;nao;nao;N/DP;sim
4505471;tecnico em nutricao;saude;Unidade Sul;Tarde;2362;nao pago;3;M;24;sim;sim;DP;sim
3414294;tecnico em Direito;juridico;Unidade Norte;Noite;2161;pago;2;F;42;nao;sim;DP;sim
4077889;tecnico em estatistica;Exatas;Unidade Norte;manha;1491;nao pago;1;F;19;nao;sim;DP;nao
3440005;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1305;nao pago;1;F;38;nao;sim;DP;sim
3072519;tecnico em informatica;Exatas;Unidade Norte;Noite;1459;nao pago;2;F;45;sim;sim;N/DP;nao
3511326;tecnico em gestao;Exatas;Unidade Centro;Noite;1575;pago;3;F;32;nao;sim;DP;nao
3991251;tecnico em gestao;Exatas;Unidade Norte;manha;3070;pago;1;F;18;nao;sim;N/DP;sim
4580575;tecnico em informatica;Exatas;Unidade Centro;manha;1806;pago;2;M;19;nao;nao;DP;nao
4031696;tecnico em Enfermagem;saude;Unidade Norte;Tarde;2557;nao pago;1;F;34;sim;nao;DP;sim
4516681;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2131;nao pago;3;M;19;nao;sim;DP;sim
3723922;tecnico em gestao;Exatas;Unidade Sul;manha;3181;nao pago;3;M;28;nao;nao;DP;sim
3077330;tecnico em gestao;Exatas;Unidade Centro;Tarde;2446;pago;1;M;24;nao;nao;N/DP;sim
4206277;tecnico em gestao;Exatas;Unidade Sul;manha;2213;pago;2;M;38;sim;sim;N/DP;sim
3885240;tecnico em Radiologia;saude;Unidade Norte;Noite;3875;pago;1;F;28;sim;nao;N/DP;sim
3935240;tecnico em informatica;Exatas;Unidade Centro;Noite;1322;nao pago;1;F;26;nao;sim;DP;nao
3546148;tecnico em informatica;Exatas;Unidade Centro;Noite;2266;nao pago;2;M;39;nao;nao;N/DP;sim
4943556;tecnico em Direito;juridico;Unidade Norte;manha;3843;nao pago;3;M;23;nao;sim;N/DP;sim
3123627;tecnico em mediacao legal;juridico;Unidade Norte;Noite;1322;pago;2;M;25;sim;sim;DP;nao
3435215;tecnico em nutricao;saude;Unidade Centro;manha;3964;nao pago;1;F;44;sim;nao;N/DP;sim
3763690;tecnico em Enfermagem;saude;Unidade Centro;Noite;1418;nao pago;1;F;22;sim;sim;DP;nao
4399671;tecnico em Direito;juridico;Unidade Centro;manha;3656;pago;3;F;18;nao;nao;DP;sim
3965473;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3721;nao pago;2;M;24;sim;sim;N/DP;nao
4042675;tecnico em gestao;Exatas;Unidade Norte;manha;2812;pago;2;F;28;nao;sim;DP;sim
3074826;tecnico em gestao;Exatas;Unidade Norte;manha;2298;pago;3;M;28;nao;nao;DP;nao
4649598;tecnico em mediacao legal;juridico;Unidade Sul;manha;2661;nao pago;1;F;36;sim;nao;DP;nao
4391082;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1405;pago;1;M;19;nao;nao;N/DP;sim
4833220;tecnico em Enfermagem;saude;Unidade Centro;Noite;2389;pago;3;F;20;sim;nao;DP;nao
4265485;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3469;nao pago;2;M;19;sim;nao;N/DP;nao
3509135;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3951;nao pago;3;M;20;sim;sim;N/DP;nao
4409782;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1740;pago;2;F;39;nao;nao;N/DP;sim
3717976;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;2494;nao pago;2;F;37;sim;nao;DP;nao
3351606;tecnico em informatica;Exatas;Unidade Sul;manha;2495;nao pago;1;F;33;sim;sim;DP;nao
4942035;tecnico em gestao;Exatas;Unidade Sul;Tarde;2855;pago;1;F;43;nao;sim;N/DP;sim
3973595;tecnico em Enfermagem;saude;Unidade Centro;Tarde;2897;pago;1;F;18;sim;sim;DP;sim
3641620;tecnico em informatica;Exatas;Unidade Sul;manha;1424;nao pago;3;M;32;nao;nao;DP;nao
4251765;tecnico em Enfermagem;saude;Unidade Norte;Noite;2233;nao pago;1;F;44;sim;sim;DP;nao
3446589;tecnico em Radiologia;saude;Unidade Sul;Tarde;1427;nao pago;2;F;35;nao;nao;N/DP;nao
